timestamp,speaker,words,tags,timelink
[00:43:25],BB:,"This is a poem that's based on Empedocles, the ancient philosopher who believed that in primordial times, there were body parts scattered all over the world, disconnected&#8212;hearts and lungs and livers&#8212;and that they gradually morphed together and created monstrous, grotesque amalgamation of body parts, until eventually they came to a point where the body parts worked together and formed human beings and animals. So, here I have stray syllables scattered all over the page. That, coming together and trying to form words&#8212;like ""formal,"" ""chasmal,"" ""malform,"" ""fictile,"" ""fickle,"" ""cavern,"" ""us,"" ""Venus,"" ""knee,"" ""halo""&#8212;stray syllables sort of groping together to form words, and by the end of the poem, it goes on&#8212;you are left with shape, the omega, and this is also meant to indicate the womb&#8212;so a lot of visual shape. By the time the poem gets to the end, this makes perfect sense. The words&#8212;the syllables have come together into words, and the words have come together into sentences, and the sentences are coherent units of meaning.",highlight,2605
,DB:,"Do you write out the sentences in a more like prose style to make sure that they are working like that? How do you get from the notes, the line notes or the notes in your computer to something that's shaped, I guess is a newer thing?",revision,
,BB:,"You'd be terrified with the drafts of that poem, because I have several hundred syllables and in the drafts&#8212;the rule of the poem is that once a syllable is introduced, it has to be repeated elsewhere in the poem. It has to keep repeating and recombining with other syllables. So I have pages and pages of syllables in alphabetical order and when they repeat, I would scratch some out. So I have ""ac"" and it formed ""accident"" and then it would come back as ""accumulate."" But any syllable that was introduced that didn't echo somewhere else in the poem, I would have to keep revising until it came back. So, in the beginning it was just a list of syllables&#8212;not even words, just syllables.",revision,
[00:45:00],DB:,"I guess I'm interested, then&#8212;like, your early work is less disjunctively broken. So, when did that come in, and why did that come in?",early; career,2700
[00:45:45],BB:,"It started in late '90s, I guess. Signs and Abominations was a big break, I think, in poetics for me. I became much more interested in fragmentation and disruption, and imitating disruptive states of mind and disruptive states of knowledge with disruptions in the poems themselves. Whereas before that, I had been very interested in a kind of well-made poem that was coherent and imagistic and lyrical. I got bored with that mode and wanted to allow the poems to become stranger and more broken, and more intuitive and less logical, less linear.",early; career,2745
,DB:,"And it seems like you've kind of gone&#8212;you went down that path, and now you've gone down that path further into, oddly, a more kind of ordered shape&#8212;a visual shape&#8212;but, so how does sound work in that sense, then? You say when you are revising you are reading them out loud&#8212;how do you read aloud a poem shaped like an omega?",career,
,BB:,"I have a very particular way of reading it where I try to space out the sounds of the letters that are on either side of the omega, so that that central absence is there, and it's formed by sounds rather than a visual shape on the page.",career,
,DB:,I guess I'm thinking to some of your Cage references right away when you say that. Is he a figure that came in later to kind of push forward some of those poetics as well or&#8212;?,career,
,BB:,"Yeah, Cage did. A lot of his ideas were important, especially when I was doing the aleatory sequence with the dice and things like that. Reading Paul Celan was hugely important. I think I first read Celan in the '90s and he's become a giant, really important figure for me, and largely that his work speaks to me so intensely without me knowing what it's saying on any rational level.",career,
[00:47:42],DB:,Does that mean you are reading it in the German?,career,2862
,BB:,"No, but even in translation&#8212;it's magnificent to me, but I would be very hard put to say what it means.",career,
,DB:,"I'm sorry, I misunderstood.",career,
,BB:,"Yeah. A version I have been reading that&#8212;""Streak in the eyes so that a sign be preserved to drag through darkness, restored to life by sand or ice""&#8212;that is magnificently suggestive to me, but I would not be able to paraphrase it. I have been working toward a kind of poetics that's much less paraphraseable.",career,
,DB:,"In the notes and what not, do you think you could trace like a&#8212;a poetics, like the progression of your poetics? Like in these notes and in these prose things that you write while you are writing the poems?",,
,BB:,Yes.,,
,DB:,"So, you start to kind of reason with yourself or something like that?",,
,BB:,"I talk to myself, yeah, which is a way of thinking, but it's a different way of thinking than at least I normally think. You don't talk to yourself&#8212;at least I don't talk to myself most of the time when I'm thinking. But when I'm writing these sort of meditations on the computer, I'm literally talking to myself. I'm saying, ""I want to do this. Why do I want to do this?""  I'm asking myself questions.",prompt; career,
,DB:,"So, you are sort of interrogating your own practice while you are practicing?",prompt; career,
,BB:,"Yeah, exactly.",prompt; career,
,DB:,"And you've been doing that the whole time, pretty much?",prompt; career,
[00:49:49],BB:,Yeah.,prompt; career,2989
,DB:,Were you taught&#8212;were you taught this? I guess it's an interesting practice and I'm wondering where it comes from.,prompt; career,
,BB:,Was I taught it? No. I remember doing it in college a lot. I thought of it then as automatic writing.,prompt; career,
[00:50:00],DB:,Yeah.,prompt; career,3000
,BB:,"And I guess I was introduced to the idea of automatic writing where you just write whatever comes in your mind as a generative practice. For me, automatic writing sort of became a ""talking my through"" a poem, or into a poem, and it's a practice I have kept. I don't think of it as automatic writing anymore. I think of it as just writing&#8212;just the way I write.",prompt; career,
,DB:,One question that I kind of have from a little earlier is when you are doing this writing in prose and then you have the collections of notebooks that were written on the typewriter&#8212;so they weren't saved in files like they are now?,paper; future,
,BB:,That's right.,paper; future,
,DB:,"So, you couldn't go back at the end of the year and print them out. So, how would you print those out?",paper; future,
,BB:,Daily.,paper; future,
,DB:,Daily?,paper; future,
,BB:,Yeah.,paper; future,
,DB:,"Okay. And you collect them daily, too? So, you've been using&#8212;",paper; future,
,BB:,"No, it's literary typing. So, on a typewriter I'll just save the pages and bind them into a notebook.",paper; future,
,DB:,"Would you do the same thing&#8212;kind of a ritualistic, year-end thing&#8212;where you gather them all together, or were they just are coming together?",paper; future,
,BB:,"I would just keep them in a box, I think, until the end of the year, and then bind them up into a notebook.",paper; future,
,DB:,Yeah. Is this something you do like every New Year's Day?,paper; future,
,BB:,No. Not in any particular time.,paper; future,
,DB:,"Just at the end of the year sometime you like go, ""I should&#8212;?""",paper; future,
,BB:,"Usually around the beginning of summer, because I'm sort of looking back on what I've written the year before and have time to focus on things like that.",paper; future,
,DB:,"So, like now would be a time?",paper; future,
,BB:,Now&#8212;I'll probably do the last six months of the last year sometime soon this summer.,paper; future,
,DB:,"Okay. So, we've talked a lot about the kind of composition. We've talked some about the revision. Has the revision changed much over your career? When you introduced this more disjunctive line break, essentially, and got more fragmentary, did the revising process change?",revision,
[00:52:00],BB:,"It did in that it used to be much more into clarity, clarity would be a big thing I would revise toward, in terms of driving out of the poem anything that didn't obviously belong to it thematically or imagistically. That's no longer really a concern because there are all kinds of things happening in my poems now that don't obviously belong together. So, it's much more intuitive than that, I guess. But I have a general sense of what I want a poem to be doing&#8212;what is in it, what isn't in it, and why&#8212;but clarity is not the thing that determines that anymore.",revision,3120
,DB:,"Right. Would you say that you&#8212;are you driven by a certain&#8212;are they driven by sound, by meaning? What's the driving force of the revision, and has that changed? You've kind of said this&#8212;you were moving more towards clarity&#8212;but now, is there a sense that the sound is more prominent now, or that you&#8212;?",revision,
,BB:,"The sound is definitely more prominent now, but also I'm paying much more attention to the shape of words on the page, the visual appearance of the words, and to the&#8212;let me show you an example from this.",revision; printdig,
,DB:,"To be clear, you do work in Microsoft Word predominantly?",revision; printdig,
,BB:,"Yes. Okay, so this is a poem that was published in The Gettysburg Review that's in the manuscript, and it's a poem about jellyfish, moon jellies in particular. It's called ""Such and Such and Such and Such,"" where I play with the expression ""such and such,"" but also the Buddhist concept of ""suchness,"" which is a term that means ""emptiness"" in Buddhism, but it also means particularity, radical particularity. The ""suchness"" of a thing is its particularity, but it's also the awareness that it's empty. That it has no ultimate reality, and that it's changeable.",revision; printdig,
,BB:,"So I started this poem out eventually by moving the lines around. I can't stop watching the YouTube of these moon jellies, yanking their translucence inside out, over and over, and getting nowhere. So this is a poem that is in four sections because I'm playing with quaternity&#8212;""fourness."" I have many drafts here, and part of the revision process was condensation&#8212;I felt it's too long&#8212;so there I wrote, there, ""It's not bad,",revision,
,BB:,"condense a bit down to thirty-two lines rather than forty."" So typing it up is part of whatever else you are doing&#8212;",revision,
[00:55:00],DB:,Making a note as to what that revision did in the revision?,revision,3300
,BB:,Yeah.,revision,
,DB:,Is that something you do?,revision,
,BB:,"Always. Then I went through each section, cutting things out, adding things&#8212;""some of the lineation feels clunky, I need to read through and adjust, pretty happy with that now""&#8212;so, that kind of thing. Revising more for condensation and surprise, I guess&#8212;disruption and surprise rather than clarity and consistency.",revision,
[00:55:19],DB:,But still&#8212;you said you were working with the four-parts theme.,revision,3319
,BB:,Yeah.,revision,
,DB:,"So, you do impose a certain order on it as well, right? That seems something you do quite a bit.",revision,
,BB:,Yeah.,revision,
,DB:,"In terms of different things you do, and then also quotations, etc.",revision,
,DB:,"So: we've gone through revision, we've gone through composition a little bit&#8212;well, not a little bit, a lot bit. How do these become a book, then, I guess, is the question there?",mss,
,BB:,"I've been working on exactly that. This book is called All Soul Parts Returned. I'm still pointing to the title here&#8212;I have All Soul Parts. It started&#8212;the concept of the book started with a friend who gave me a pamphlet. I was going through some difficult time emotionally about something, I don't remember what it was&#8212;but he had somebody hand him a pamphlet that a New Age shaman gave him, and it was a pamphlet that said, ""Come to this workshop for $375. You can consult with a shaman who will travel into non-ordinary reality and find your missing soul parts and bring them back to you."" It said that the cause of all emotional turmoil, upset, unhappiness was that parts of your soul had broken off and gone away, and they had to be returned and they could only be returned by a professional. The professional travels into a mystical state and finds your soul parts, and the pamphlet had this statement on it: ""All soul parts returned for a fee."" I found that hilarious.",mss; revision,
,BB:,"I said, ""That's the problem, my soul parts are gone."" But as I started thinking about this poems in conjunction with each other, I realized it made a really, I think, rich metaphor for loss, for grief, for emotional pain, and that it pulled together a lot of the things I was dealing with in this manuscript. Also tonally, this manuscript is much lighter in tone, a lot more humor in it than in my other books.",mss; revision,
[00:57:38],,"So the revision process has been one of moving things around and structuring poems in relation to each other. So, I've got three big parts of it. One part is a long poem called ""The Mass of the Ordinary,"" which is a kind of contemporary mass with all the traditional sections of the Catholic mass&#8212;the kyrie, the gloria, and agnus dei, and all these parts of the mass&#8212;I really have that as one big chunk. It's about ten poems, fairly long poems. I had that all together in the beginning. Then I have a long series called ""Praise Song for Schopenhauer,"" about philosopher Arthur Schopenhauer. It's kind of an argument with Schopenhauer's pessimism.",mss; revision,3458
,,"And like the mass, it's pulling toward orthodoxy and traditional Catholic faith. I'm a converted Catholic, and the Schopenhauer poems that are pulling towards pessimism and nihilism and philosophical despair. Originally, I had started with the mass and ended with the Schopenhauer poem; that wasn't working, because it ended with the book being very despairing in a way I didn't want it to be. So the way I'm doing now is I have broken the mass poems and the Schopenhauer poems up, and they are interspersed all the way through the manuscript as a kind of two tugging, contrasting motifs that are arguing with each other all the way through.",mss; revision,
,DB:,So does the composition of a book like this feel a lot like the composition,mss; revision,
,DB:,"of an individual poem? I mean, is it fractal-like, in that sense?",mss; revision,
[01:00:00],BB:,"It does, exactly like that.",mss; revision,3600
,DB:,Has that been the case in your entire career?,mss; revision,
,BB:,"Yeah. It feels exactly like a large poem, in that now the individual poems are the stanzas&#8212;do to the book what the stanzas do to a poem&#8212;which means you can move them around and the poem changes meaning drastically according to where you start and where you end.",mss; revision; highlight,
,DB:,"Do you change the poems, too, once they are in this order? So you're still working on the poems and you're working on the book at the same time?",mss; revision; highlight,
,BB:,"I revise my poems to help them illustrate the structure of the book. I have a poem that I wrote&#8212;when I was on sabbatical, I wrote a poem&#8212;I had to write a report to the provost where you tell them what you did on your sabbatical. And I got the idea that I would write that as a poem. So the poem is called ""Report To The Provost On The Progress Of My Leave.""",mss; revision; highlight,
,BB:,"So I decided at one point that this is a poem about losing your soul parts and losing parts of yourself. So I thought what if&#8212;and I was talking to a friend of mine, and I said, ""Wait, what if I put the leave poem first, because then it begins with the leaving?""  And the first line of that, when I revised it, I realized I could move this to the beginning of the poem and thus the beginning of the book was ""I've gone missing, the way someone else might go drinking or caroling.""",mss; revision; highlight,
,BB:,"So now the book is called All Soul Parts Returned, and it starts with losing myself, losing control of myself&#8212;emotionally, psychologically, spiritually&#8212;it starts with sort of losing connection with yourself, and then ends now with coming back of the self. So the way I've got an ending now&#8212;and this is still in process, but I think it's going to go this way&#8212;it's ending now with a section that says, ""I'm here with most of my soul parts. None of us just wishing we were here."" So it goes from losing soul parts to regaining them, because I wanted the title All Soul Parts Returned to be ironic, but also to be what happens in the process of the book&#8212;so the book being the act of personal shamanism that brings back the missing parts of yourself and reintegrates the self.",mss; revision; highlight,
,DB:,"So you become the professional, in some way.",mss; revision; highlight,
,BB:,"Yeah, on returning my own soul parts!",mss; revision; highlight,
[01:02:39],DB:,"Yeah, that's it.",mss; revision; highlight,3759
,BB:,"But I've showed the manuscript to several friends and other poets, and I haven't felt like the overall metaphor I'm working toward is coming through clearly enough. And I think it is partly because this idea of soul part retrieval is so alien to people who aren't in that subculture. So what I'm planning to do now, and I'm planning to start on it next week, even, is a brief lyrical introduction that describes what ""soul retrieval"" is, and describes, the shamanist's belief&#8212;that every time you endure any kind of trauma, a part of your soul leaves you and that your soul diminished because you've lost parts of your soul that are no longer accessible, and if they can be restored, then you'll be restored the wholeness.",mss; revision; highlight,
,BB:,"But one of the epigraphs I have here&#8212;this is an epigraph&#8212;it's from a New Age website and it's a ""Frequently Asked Questions."" One of the questions is, ""My soul parts don't like me,"" and this is from somebody who got their soul parts back, but now find that their soul parts are unhappy to be there. The answer is, ""Of course they don't like you, but it's good that you know how they feel. First you betrayed them by sending them away, then you forgot them and left them there. Now that they are back, they discover that you are boring.""",mss; revision; highlight,
,DB:,That's good.,mss; revision; highlight,
,BB:,"What I'm trying to get at there is that even if you can get your soul parts back, they may not be happy to be there, because the soul is not a unit but a series of bickering parts.",mss; revision; highlight,
,DB:,"Yeah. I think it's in Theophobia where you mentioned&#8212;was there a website of ""Seldomly Asked Questions""?",,
[01:04:24],BB:,"I did write that out, yeah.",,3864
,DB:,"Okay, I thought that was the funniest thing I'd heard in quite a while. I was like&#8212;because I'm building a website now for the library, and that would be really good&#8212;I've got an FAQ, but what about ""Seldomly Asked Questions""&#8212;that would be a really funny page. So you seem to use the internet as content and as fodder for poems&#8212;starting, obviously, sometime around the early 2000's. Where does the internet lie in kind of your practice? I mean, I've seen printouts in here,",printdig; change,
,DB:,and I see&#8212;you definitely used a lot etymology and stuff. Do you go to the internet for that?,printdig; change,
[01::05:00],BB:,"I do. I go to the Oxford English OED Online frequently, and I have poems in here that came out of OED definitions that are on the internet. There's a poem, I have in here. It was in The Kenyon Review called ""Mean, Mean It,"" and it came out of&#8212;I was teaching a class on ""Dreams and Poetry"" and we were trying to define what dreams mean and what poems mean. I got the idea in class, ""Let's pull up the OED online,"" and looked at what the word ""mean"" means. I did that&#8212;so I had it up on screen in the classroom, and one of the definitions of ""mean"" was an archaic definition that it used to mean ""to lament or to mourn."" So we were talking about even the word ""mean"" has multiple meanings that it didn't mean to mean, and how dreams are multiple and poems are multiple&#8212;but the word ""mean,"" it could be words&#8212;even words are so multiple that you can't delimit their flux.",printdig; change; prompt,3900
,BB:,"So I kept thinking about that and I was writing a poem called ""Mean, Mean It,"" which is about the idea that meaning has lamentation or mourning lumped into it, because meaning can't be controlled. It can't be packaged, it can't be narrowed down. There is something wonderful about that, but there is something mournful about it, too.",printdig; change; prompt,
[01:06:16],DB:,"Before the internet became something that you were able to use more easily, what would you turn to to kind of do this sort of work? I mean, were you doing this sort of work? Where you&#8212;?",,3976
,BB:,"I was, much more in the library than I am now.",,
,DB:,Okay. The internet meant leaving the library in some ways?,,
,BB:,"Yeah. I still spend a lot of time in libraries, but yeah. It allows me to do things right here that I used to have to go to a library for.",,
,DB:,How much does research inform the poems? Obviously a huge amount and how does that work in relationship?,prompt;mss;revision,
,BB:,"I'm usually researching while I'm writing those paragraphs of sort of thinking and then stray lines. I'm often wondering things like&#8212;one of my poems I have in this manuscript has the line, ""I keep wondering if mass and massacre have some common root."" Then I'll go to the internet and search ""mass"" and ""massacre"" and copy from the OED&#8212;the definitions and the etymologies&#8212;and paste them into the document I'm working on, that kind of thing.",prompt;mss;revision,
,BB:,"Or I'll start thinking about soul retrieval, and I'll go to a whole bunch of soul retrieval websites and see what kind of promises they're making. I find it hilarious that a lot of them don't even do it in person. You send them $350 through PayPal and they claim that they&#8212;from their own home in Virginia, or whatever it is&#8212;a journey into non-ordinary reality and retrieve your soul parts. And one of the questions is, ""Don't you need to be with me in order to bring back my soul parts?""  ""Oh no! Your soul parts can be brought back to you spiritually;"" and, ""Is there a difference between soul retrievals that you do in person and ones that you do from a distance?""  ""Oh no. There is no difference at all."" People are actually paying people hundreds of dollars to claim their&#8212;return their soul parts, but they have never even met them.",prompt;mss;revision,
,BB:,"At least if you do it in person, they blow it&#8212;they will supposedly blow it into your mouth. They get the soul parts and they kinda blow the soul parts into your lungs.",prompt;mss;revision,
,DB:,"Did you, as research, get your soul parts returned to you? I guess is my&#8212;?",,
,BB:,"I thought about it, but no I haven't. I don't want to spend that much money.",,
,DB:,Maybe you can get a grant?,,
,BB:,There is somebody who lives here and teaches at Western who is an academic expert on soul retrieval.,,
,DB:,Really?,,
,BB:,"Right now I'm thinking of going to talk to her, but I'm not sure if I could keep a straight face doing it, because she takes it very serious.",,
,DB:,She doesn't offer the internet virtual soul retrieval?,,
,BB:,"She doesn't do them herself, I don't think. She does train people on how to do it.",,
,DB:,Oh wow.,,
,DB:,"So, I guess one thing you've mentioned in passing a couple of times are other people in the relationship to your process. Where do other people fit in? I know your wife is a poet and a writer, and you have&#8212;I'm sure&#8212;many poet friends. Are they part of the revision process, or are they more like kind of general book-level process? Where do they come in? Are you corresponding with them?",,
,BB:,"We read all of each other's work. We tend to read each other's work when we reach the point we call, ""exhausting our resources,"" which means that you've revised enough that there is nothing in the 
draft that makes you&#8212;that you know you could improve. You've 
reached the point where you've done everything you can to it, and it's 
time to get somebody else's feedback. Suzanne will read my work, and 
she's a really great reader, and give me really honest feedback on 
what's working well and what needs work. And then I have, I don't know, 
four or five friends that I tend to share my work with. Usually after 
Suzanne has read it and I've revised it further, I'll send to them.",mss,
[01:10:00],,"With the book manuscript, too&#8212;this is a stack of different versions of it that three different friends have read, and that Suzanne has read. One of the things I'm doing this week is going through the manuscript with all three or four versions&#8212;with marginal comments from three different friends and from Suzanne&#8212;and I'm going to compare page by page and see where there are commonalities that they all agreed that something needs more work, where there are contradictions, and think through the contradictions.",mss,4200
[01:11:08],DB:,"Are these people that you work with, are they all poets themselves mostly or&#8212;?",,4268
,BB:,Yeah.,,
,DB:,"Are they the same people who have been there the whole time, or has that changed throughout the course&#8212;?",,
,BB:,"Mostly. Some of them&#8212;two or three of them are people I went to graduate school with at Virginia. We had a writing group where we all met once a week while we were at grad school, and we've sort of continued over the years through the internet. One is a new friend, a poet I met who has just read my manuscript for me and I read his manuscript for him and it's been great&#8212;but this is new. I have never shared work with him before.",,
,DB:,"The ways that you've corresponded, I guess, earlier were by mail. Are you still mostly doing&#8212;I mean, those were physical objects&#8212;that you mostly send the manuscript to them or email the manuscript and then they send you back&#8212;?",,
,BB:,Email the manuscript and they send me back&#8212;,,
,DB:,&#8212;notes and all that? You can have that through for that. That's nice.,,
,BB:,Yeah.,,
,DB:,I think that's going to be&#8212;,,
,BB:,"I have over here in my file cabinet a file called ""Poems: Feedback from Readers,"" where I keep all the physical copies of all the poems that have come back from the people I've shown them to, which I use a lot in revising.",future,
,DB:,"I think we are pretty close. I would like to ask, kind of, the blunt question of this research, which is&#8212;I don't know, I mean, it's always all over the place&#8212;but: do you think anything fundamentally changed when you started to use computers more for your writing, or do you think those practices that you had before are just somehow metaphorically the same in a different kind of context?",future,
[01:12:42],BB:,"I would say it has influenced the content of my poems more than the composition process. It has influenced the context. Computers and internet have influenced the content of my poems a lot, doing a lot with websites, with that kind of radical interconnectivity of associative thinking that the internet suggests. I think that the dawn of the internet probably has changed the way I compose my poetics in certain way, and that it has given permission for more associative, mimetic thinking process that I associate with internet links.",change; paper; prompt; highlight,4362
,BB:,"I have a poem called ""Hyperlinks"" in Signs and Abominations that is a poem about thinking the way the internet thinks, in a way&#8212;in that everything reminds you of something else, it takes you to another place, so each line of the poem leaps from one idea to another that's only tangentially related to it. There are certain obsessive themes in that poem having to do with the birth of my son and adoption, and purification and rituals of sort of preparing for fatherhood&#8212;but they are oblique and they're associative.",change; paper; prompt; highlight,
,BB:,"And that, I think, was one of the first poems where I consciously wrote a poem whose thinking was related to the way I think the internet thinks&#8212;if we can call the internet a ""thinker.""",change; paper; prompt; highlight,
,BB:,"In some ways it is, you know what I mean?",change; paper; prompt; highlight,
,DB:,Yeah.,change; paper; prompt; highlight,
,BB:,"But it hasn't really changed my composition process a whole lot, because I was doing on typewriters what I'm now doing on computers. It's made it easier to cut and paste, and to move things around.",change; paper; prompt; highlight,
,BB:,"But I often do that on notecards and writing anyway, rather than on the computer&#8212;because there is something about writing out the sections of a poem on a card and then moving them around that I find more satisfying even than doing it on the computer. I'm using&#8212;especially in my newest poems&#8212;a lot of material that's based on the physicality of icons and things that are possible from a computer.",change; paper; prompt; highlight,
[01:15:00],,"Let me show you some other example. Here's some more shapes that I am using in that poem: there is an X and a Y and then an omega. I'm using here reproductions of the Bruce Beasley's sculptures, which of course, would be possible without the internet, but I'm doing more visual collisions between text and image that is suggested by the internet.",change; paper; prompt; highlight,4500
,DB:,"Yeah. Well, that's it.",,
,BB:,Okay.,,
,DB:,Thank you very much.,,
,BB:,Thank you.,,
,DB:,That was great.,,
[01:16:30],,,,4590
