timestamp,speaker,words,tags,timelink
[00:58:42],MR:,"Yeah, I think so. He has access to everything on all the computers. So, I'm not sure if that's ridiculous or not, but-",files; future,3522
,DB:,How did you establish this relationship?,files; future,
,MR:,"He works for the school, but he does this for us privately. So, I met him through his working for the School of Humanities. A very sweet guy.",files; future,
,DB:,"You talked a little bit about the correspondence changing from snail mail to email. Do you feel like you do more correspondence now with email, or is it about the same throughout your career?",change; career,
,MR:,"Well, as you know, it's a completely different animal. A lot of emails have no addressee, and no ""complimentary close,"" as we called it in 4th grade-""Sincerely, Michael."" People write two, three words, or one sentence for an answer to an immediate question. It's nothing like a letter. You wouldn't write a letter like that.",change; career,
,DB:,"In terms of like the correspondence you have with writers and things like that, is there a marked change in that correspondence, as well?",change; career,
,MR:,"When I'm responding to somebody's manuscript, I would say there is no change. So, I will write them a letter, essentially the exact same thing I would have been sent through the mail. But other things, like personal correspondence, tends to be a lot briefer. I mean, I'll still try to be funny in emails. I mean, that's actually the thing I do the most. And I can also send people hilarious stuff from YouTube, or whatever, and I get those back, and sometimes they'll send jokes, or whatever. So, there are changes. There are also similarities, but because it's so much faster and so much easier, you can make it shorter.",change; career,
[01:01:05],DB:,"In terms of your own sort of reading and thinking, have you found the computer a boon to finding new work, or to finding new writers to read, or anything like that?",printdig; paper; highlight,3665
[01:01:20],MR:,"I don't like to read off the screen. If I really want to read something-if it's an article in a newspaper or something-I will usually print it out. Also, I'm having some physical problems using computers, and probably heading for a shoulder surgery this summer, so it's not physically comfortable to spend too much time on it. But mostly, even before that, I don't like to read off the screen. I like to read off a page.",printdig; paper; highlight,3680
,DB:,"What is the difference, do you feel, for yourself?",printdig; paper; highlight,
,MR:,"That's a very good question. I like having a physical thing in my hands to read from. That's native to me. I mean, screens didn't come in any significant way until about 15 years ago. So, I was reading for many years-probably 50 or so-before that happened. I would imagine that kids are perfectly happy reading off the screen. My daughter texts her friends all the time and gets texts and emails, and I don't text anybody. I don't do text, you know. I'm like my grandmother with the telephone.",printdig; paper; highlight,
[01:03:10],DB:,"And then, I guess, sort of a little bit of on teaching, and then just kind of ending. So, have you seen-with the computer rise and all that-has your teaching changed pretty fundamentally, or has it stayed the same?",change; career,3790
,MR:,"Oh man. Well, it's a teacher's nightmare, in so far as, you know, you can be contacted any time in the night or day. And you can't live teaching without email. It's not possible anymore. It's just assumed that you're going to get notices from school, you're going to get communications. You just simply would not be able to function. Because when this technology-and this is commonplace-it just makes the other technology completely obsolete. So, the way people communicated with you before-when I was teaching before the advent of all of this stuff-none of those communications would come through those means. And now all of them do.",change; career,
,MR:,"So, it isn't that you can just stop and get them from other sources, because they don't come from other sources. So, all the emails I get from the chair of the English Department that go out to every member of the English department, they don't appear in my mailbox. Which, before, I would get them every four days that I went into school. The assumption of the timeframe has radically changed and compressed. So, just it's so much more of your attention that it's really necessary for me to limit that. I don't have an iPhone. I have a dumb phone, and I don't want emails following me around all day.",change; career,
[01:05:22],DB:,"Yeah. I'd like to drop mine off too. Did this kind of, I guess, greater reach of email and the sort of technological stuff that we've been accustomed to, has that changed your writing in anyway? Has that impacted your time? Has that impacted your attention?",,3922
,MR:,"I would like to think not, but again, there is an addictive quality to sitting on the computer that I've noticed-that I check my email, and then I'll look at the weather, and then I want to see what the headlines in The New York Times are, and I'm sitting there. And why get up? So it has that quality of really drawing you into being in a relationship with it. There was a survey in The Guardian, which is the newspaper I read every once in a while-well, almost every day I'll look at it-and the question was, ""Would you rather give up sex, or your computer for the rest of your life?"" And guess what 70% of the people answered.",,
,DB:,Sex.,,
,MR:,"So, if that isn't insane, I don't know what is. Or maybe the two are coterminous for people. But it has really become something radically different.",,
[01:06:59],DB:,"Do you feel that your students have changed in their kind of cultural, technological understanding or relationships with you, since the rise of the internet?",,4019
,MR:,"No, I wouldn't say that. Again, they can contact me at any time.",,
,DB:,"So, that's a change?",,
,MR:,"But that's fine with me. I mean, they respect me. I actually contact them more than they contact me, and they are very, very considerate of my time and my attention. So, it's not really a problem. It's just that I think their relationship to technology is very different from mine. They were talking the other day at a pause in the workshop about how many of them are still doing Facebook. I've never done Facebook. I never would do Facebook. Facebook is my worst nightmare. The idea that anybody-you know, I still get emails from strangers and people I used to know, and all this stuff. And I don't want any of that stuff. But they were saying they do Facebook, but for their undergraduates-their students, four years younger-than Facebook is passé. They don't do Facebook. They do whatever-",,
,DB:,Some other thing.,,
[01:08:32],MR:,"So I am very much like my grandmother still screaming into the phone, because the way she had phones-which didn't come until she was pretty old to start with-you had to crank it, and you had to shout into the thing. And so she just kept doing that, even when she didn't have to.",,4112
[01:09:03],DB:,"Yeah. Then I think, finally, sort of my blunt ending question-do you have any kind of thoughts as to what really changed with the advent of computers in relationship to writing? I mean, has there been a change in your opinion, or do you see it as something that has simply transferred kind of analog practices into a virtual environment?",career; change; mss,4143
,MR:,"Well, I'm not sure that I'm educated enough to answer that question, and the area that it affects that is most important to me is poetry. And in fact, I think there is a great opportunity. Poems, you know-the convention is an artificial convention. But for the last how many hundred years, at least probably 200, maybe even a little more than that, have been published in the form of books. That's just the way poems have primarily appeared. Also, individual poems have, over the last X years, appeared in magazines. I've had a number of poems published only online. Some of those poems have been accompanied by audio versions to the poems. Some of the poems have video versions. It seems to me that, you know, where this all could go, and I have no better idea than anyone else, is-I hope books don't stop existing. It's one of those technologies, like a bicycle, that seems like it will never go out. It's a good technology. But clearly, there also have been published poems that are also being published in other forms.",career; change; mss,
,MR:,"I have published five books, and yet, there's probably 75, 80, 90-most of the content of my books are on the web right now, without my permission. I mean, they are just there. So anybody who wants to read poems by me, or any other poet, could find them right there, and they won't be in book form. They will be individual poems. For me, poetry is very much an auditory experience. When I am composing, I say them out loud in a kind of quiet voice. I like to read poems out loud. I'd like to hear them read out loud. I think you get a different apprehension of them than just reading them silently. So all that to me is for the good. I like hearing poems online. And I like seeing poets read online, but that's less important to me than being able to hear them. So that could really serve to make poems perhaps less like prose.",career; change; mss,
,DB:,Yeah.,,
,MR:,Just the technology.,,
,DB:,That access to the auditory experience immediately with the printed page.,,
,MR:,"Yeah. It's very cool, and you can read it and listen to it at the same time if you want.",,
,DB:,"Yeah, and so when you're composing, you're also reading it out loud, like line by line, as you're writing the words?",,
,MR:,I do. I always do that.,,
,DB:,You always do that.,,
,MR:,It's like a little whisper.,,
,DB:,Okay. That's interesting. Okay. I think that's it.,,
,MR:,All done?,,
,DB:,Yeah. Thank you very much.,,
,MR:,"Thank you, Devin. That was fun. Fun is important.",,
,DB:,"Yes, it is.",,
