timestamp,speaker,words,tags,timelink
,AG:,"Yeah, like almost the whole time that I worked at Art Forum, it was like-well, at the beginning-it was like over the phone, you know, ""Blah, blah, blah."" And then it would be like somebody would mark something up and send it to you over email, and then you'd go argue with them over the phone. But you wouldn't be sitting there over the phone going, ""OK, in paragraph 3, about the middle, this sentence, this word""-you know what I mean? Again-making things much more efficient, speeding things up. And also, it was a lot about-for me, but I don't think I was alone in this-a lot about learning curve. Figuring out how to use the computer, and what you could do with it graphically, also, with poems. Because suddenly, you know, on a typewriter and on the early computers, you couldn't play with typeface, you couldn't play with type size. People who wanted to make concrete poetry or poetry that uses, you know-they really worked hard. You know, all those guys back in the day they worked hard to get that written and then made sure that it went in to print as the artistic, graphic, on-the-page creation that they wanted to make.",change;between;revision;highlight,
[00:51:25],DB:,I know. They would've loved the internet. They would've loved having these capabilities so much.,,3085
,AG:,"I'd like to think of those guys like Apollinaire. They'd be like, ""Oh, why wasn't I born!""",,
,DB:,"I know. I think Marjorie Perloff said something about that, I think. Like why were you-you know? I think everybody was there, and I mean, it hasn't come back. I feel like that ability hasn't, in some ways-I mean, this is side-talk, but. It hasn't expressed itself in ways that-I mean, there's definitely ""viz-po"" and a lot of interesting stuff, but it hasn't gone to where-there's no movements, or anything, I think, that I can find.",,
,AG:,"I mean, there's some sort of graphically-there's all that, you know, word-cloud, you know, Wordle, where you can input things. And then there's also people who are, a lot, using different internet or research functions as kind of theme, or structure, or kind of concept. Like kind of conceptual poetry.",,
,DB:,Like Flarf.,,
,AG:,"Yes, and all its sort of grandchildren.",,
,DB:,"Yeah, right. Absolutely. I know, and those are definitely fascinating. You mentioned the typeface and using that. I mean, did that influence your work?",change; highlight,
,AG:,"Well, a little, because I liked to do, you know, what sometimes gets called, you know, ""multi-vocal"" stuff. And I have a weird fondness for italics. I always have. You can indicate different speakers, different voices, different-you know? I didn't used to be able to use italics, make things bold, make things bigger. You know, make different columns.",change; highlight,
,DB:,"Yeah, absolutely.",change; highlight,
,AG:,Suddenly you have-,change; highlight,
,DB:,Magical powers.,change; highlight,
,AG:,"Yes, exactly!",change; highlight,
,DB:,"Did you ever have those sort of inclinations when you were working with typewriters or in the early days of computers? Were you like kind of, ""Oh, I'd really like this to look like that""?",change; early; highlight,
,AG:,"A little bit, yeah. Mostly because I wanted to use italics. I mean, I'm not one of those people who are like, ""Yes, I want it all over the page. I like it, you know, coming down like rain. I want to look like an explosion of letters here."" I'm not super in to that, but there were small things I wanted to do. And now, you know, not only can you do them, but you can try ten different typefaces or sizes, or you can make it a color.",change; early; highlight,
[00:54:07],DB:,"Right. What part of the process, for you-I mean, what sort of, in the progression, what sort of using the different types of typefaces, or playing around happens? Does it happen more in the early stages, or like are you-maybe in a later revision stage-are you like, ""Maybe if I move this here...""-?",change; early; revision; highlight,3247
,AG:,"Mostly later, because need for that-the poem's alleged need for that-kind of evolves as the poem evolves. I don't often start by saying, ""Well, this is going to be about someone who has Alzheimer's. So there's her voice, and here's the voice of the doctor, and then here's the voice of the daughters."" It's like, ""So, I'm going to need at least three different typefaces,"" or ""going to need to spatially differentiated,"" or blah, blah, blah. But that might evolve as I'm writing the poem.",change; early; revision; highlight,
[00:55:05],DB:,"Right. So now we move on to, kind of specifically, revision. When you were first starting to write, what were your sort of typical revision practices, just like nitty-gritty? Like how did it work? It sounds like you moved from notebook, usually, to a typewritten thing, made some changes, and then every sort of stage was another typed out piece?",revision; early;highlight,3305
,AG:,"Kind of. And I actually-this is making me remember things-I did a lot of cutting with scissors and taping together with scotch tape. I did more and more and more of that. So, you can't believe how happy I was. And, you know, you'd lose pieces, or the wind would blow them, or the dog would eat them. You know what I mean? And then if you tried to Xerox something like that, they would have these big, gross lines, and it would just look like, ""Yay! We're in kindergarten!""",revision; early;highlight,
,DB:,"The original cut and paste, really.",revision; early;highlight,
,AG:,"Cut-and-paste is called that for a reason! So, I just couldn't have been happier-and I'm pretty clumsy anyway, I'm not a good visual artist that way-to not have to spend the time, to not have to look for the scissors, to not be screwing around with tape and glue, and to be able to flip it back if it didn't look good that way and try it another way, make three versions and look. I'm into it, deeply.",revision; early;highlight,
[00:56:49],DB:,"So then, in terms of your revision, the sort of the cut and paste, the copy and paste, the rearranging, has always been, though, pretty fundamental to your practice.",revision; early;highlight,3409
,AG:,"Once I started to realize that-as the late, great David Foster Wallace said, and as many other people have said-that writing is revision, all the way through. Yeah-for me it is. Things change a lot. I often, you know, first start working on something-not that I ever know what I'm doing, but it's really groping and trying things, and additive. And then you get to parts of revision that are more subtractive. And then you kind of go back and forth, and then you get to a certain point where you go, ""Oh, now it actually seems like it's turning in to something, so what are the new sort of requirements one needs for this new path that it's taking?""",revision; early;highlight,
,DB:,"So, would you say, between those sort of those types of revision-you would say, additive, subtractive and maybe substitutive-do you have a primary-",revision,
,AG:,"And research, definitely-pulling things, other elements, once it starts to take shape. You know, like, ""Oh, this isn't about autopsies. It's about, you know, my feet. My feet, dead or alive."" Suddenly then, it's like, ""Oh, OK."" Then I'm suddenly looking at podiatrist magazines.",revision,
,DB:,OK. Is there a primary mode you go to? Or it seems like you use-it seems like it's all over the place.,revision,
,AG:,All over the place.,revision,
,DB:,OK.,revision,
,AG:,My problem in life.,revision,
,DB:,"And then, I guess, when did this kind of writing-this revision realization-start to really influence your own practice? Was it from the beginning, or did it sort of hit at some point?",revision,
[00:59:00],AG:,"When I was, you know, a kid and when I was in junior high and high school, I was, you know, laboring under the misapprehension-which is a common one-that, you know, ""Oh, I wrote something. How sacred. How lovely. How wonderful."" You know, ""Ah! You mustn't touch it! It's just kind of like a shrine."" But this is not the case, at least not with me. So, once I got in to college, I realized, ""Oh, you know, you work on this stuff and you think about it, and maybe you show it to people who you think are smart or interested in the topic, and they might have a suggestion. Or you work on it and then you read some more and you see oh, look at what that person did. This could solve my problem here."" And that it's just layers and layers and layers and layers-getting to what the thing might be and then trying to work on the thing and make it into something that could work. That it's all just-writing is revision, because you're constantly making decisions. You know, sort of like perception is revision, and filtering, and choices, and-",revision; early;highlight,3540
,DB:,That's a good analogy. I like that.,revision; early;highlight,
,AG:,"It's a mess, and you're nuts, and you can't attend to everything. And also, as you get older, I think you realize that every poem doesn't have to contain every single thought, feeling, and reaction you've ever had in your life. That, actually, you can get to the universal through the specific. Maybe. If you're lucky.",revision; early;highlight,
[01:00:49],DB:,"Do you-I mean, like, so when you go to a piece to revise it, do you have any intentions in mind?",revision,3649
,AG:,"Sure. Sometimes some of them survive the process, and sometimes some of them are, you know, things that end up leading to other things, but end up getting discarded. And sometimes some of them are red herrings, and the thing doesn't end up going anywhere. So, it either goes in the trash, or one line for me gets cannibalized out and goes to something else, and the rest of it goes in the trash.",revision,
,DB:,"In terms of kind of what drives your revisions, is it like sound, or structure, or meaning, or is it sort of like a combination?",revision,
,AG:,"Hopefully. I hope and pray that it's all of those things. Some people have a good head. You talked to Michael Ryan. He has such a good head for all those things. For the kind of emotional content for form, for sound and music and beat. All of that. I'm not so wonderful. Sometimes a period of revision will be like, ""This is just about trying to dig out the idea,"" and then after it feels like some of that maybe coming out, then sometimes I will have to be like, ""OK-you really have to be hearing this now and work on the sound because-""",revision,
,DB:,"So, it kind of goes instead-it's sort of like compartmentalized, sometimes?",revision,
,AG:,"Yeah. And then, hopefully, once it really gets going, you're able to kind of see, smell, hear, feel, taste what's going on. Or sometimes it'll be like, you work on something for quite a while, and you'll be like, ""You know, it might help shape this for it to be in quatrains."" Or, ""Is this really a prose poem?""",revision,
,DB:,Yeah. That's always an interesting question.,revision,
,AG:,"Right. Or, ""Since this is about a couple who hates each other, how about couplets?""",revision,
[01:03:16],DB:,"Did you learn how to improvise, or did someone else teach you?",revision,3796
[01:03:29],AG:,"Dennis Cooper taught me a lot, and being in some workshops. I mean, that's one of the things that workshops supposed to teach you. I mean, one of the things workshops usually teaches you is how to survive workshops, and how to be in them. But I think things that have taught me about revision are showing work to other people, being in workshops, reading, reading literature, and also sometimes reading craft stuff. And going to lectures, talking to people. And I feel like I learn a lot from teaching. That's one of the real, unbelievable benefits of teaching. I learn a lot from reading students work. I learn a lot from being in workshop with them, seeing how they do it-just being a part of it. Seeing what they're reading. Incredibly helpful. And then I've had a few, you know-Dennis Cooper was an unbelievable mentor. And some other teachers I've had were, you know-when you have a writing teacher usually that, when you get down to it, they can help you learn about your strengths. They can help you work on your process and maybe be less scared. And maybe they can help you figure out how to navigate the literary world and what kinds of writers and stuff you might like-open up stuff like that for you. But I think what maybe they most help you with, often, is revision. Like, Dennis Cooper was such a great mentor to me that I can still sometimes hear him in my head.",revision;highlight,3809
,DB:,"Do you? I mean, like, what do you hear?",revision;highlight,
[01:05:22],AG:,"You know, ""Why are you using this word? That's not tight enough."" Just things that he would say. One time he said to me-and lots of people have said this other ways, I'm sure-but he was like, ""You have to cultivate your obsessions."" And I was always a little ashamed of my obsessions. But he was the opposite. His obsessions were like, ""Art is our religion!"" And he wasn't, like, preaching. He just kind of calmly, quietly said it was what he thought. But these were new ideas to me, and rocked my world in a big way. I was like, ""Oh, I'm obsessed with drowning. I could like-instead of thinking that I should just go to the doctor-I can actually read things about it, and write things about it, and pursue it."" Or, ""I'm obsessed with, like, ancient Egyptian tombs,"" or something. You know what I mean?",revision;highlight,3922
,DB:,"Yeah. No, it's kind of a freedom, right?",revision;highlight,
,AG:,"Freedom and-I hate this word, but-a permission. Like, ""No, that's what artists do.""",revision;highlight,
,DB:,"Right. Well, you don't know until-",revision;highlight,
,AG:,"Well, no. Well, some people seem to know it instinctually. Some people really do. And there are other, more timid ones of us that need somebody to kind of light a fire under them. And he kind of did that, and a few other people did that for me.",revision;highlight,
[01:06:53],DB:,"Throughout your writing, have other people played roles? Like, I mean, he seems to have played a role in teaching you how to revise. Have other people played kind of more specific roles in the revision process for you?",correspondence;revision,4013
,AG:,"Well, I mean, I didn't study writing, unfortunately. You know, I was a Psych major- undergrad. And then when I was much older, I went in to a low-residency writing program in non-fiction. And all the teachers I had there were really great at, you know, taking your copy and going over it, and showing you, ""Ah, this is-you're avoiding something here,"" or, you know, ""This is-."" Because it wasn't always just like ""out, out, out, out."" It would be like, ""I want to know more about this,"" or, ""I'm so curious about this,"" or, you know, under currents-things that haven't been mined out of it yet. Or that because it's you-and you're kind of, you know, deep sea fishing in your unconscious-subconscious in a way-that you might need another person to either say, ""This is excessive,"" or, ""This isn't the most interesting thing,"" or ""You think this is about, you know, Abraham Lincoln, but it's really about you wanting to have a baby. So, get real to yourself!"" You know what I mean?",correspondence;revision,
,DB:,Yeah.,correspondence;revision,
,AG:,"And sometimes people are wrong, but sometimes you're like, ""Oh, god. That. Uh-oh, you're right.""",correspondence;revision,
,DB:,"Yeah. And do you have those relationships now with your poetry, or-?",correspondence;revision,
,AG:,"I try to do it for myself, and there are people I show things to now and again. But, you know-and I don't want to sound like Grandma Moses or anything, but-I think, for me, it seems like it gets a little harder when you get older, because everyone is so busy. And, you know, I can't ask my students to look at my work, because it's supposed to be going the other way around. Although I'd like to, but-I mean, a lot of them, or most of them, are really kind of smart and brilliant and, you know. It would be great, but that is not fair.",correspondence;revision,
,DB:,"That could maybe be something different in workshop, though.",correspondence;revision,
,AG:,"Yeah, ""It's all about me today!"" You know. So, I have a few people I try not to tap very often, and much later in the process. And I try really hard to do it myself, and to come back to things multiple times from multiple angles. Because, you know, when you're younger, you have a lot more friends, and you're all young, and you have a little bit more time, and maybe people aren't locked in to jobs or families, and you're all artists and writers together coming up. And then there's some winnowing. At least this has been my experience-probably other people have a different experience-but some people stop doing it and do something else. Which is cool. Some people get very busy, or you lose touch with them. And then a lot of people have jobs and lives that-you know, they're already reading their students work, and trying to make a living, and trying to keep their life together, and do their own work. So, you know, you're like, ""Hey, here's sixty pages of my poem on top of your busy, multi-tasking life. Have fun!""",correspondence;revision,
,DB:,Enjoy!,,
,AG:,And try to get back to me within the next two days!,,
,DB:,"Right, right.",,
,AG:,It's harder.,,
[01:10:52],DB:,"Right, right. No, that's definitely one of the things. And then, I guess, in terms of when you do get to the part of the process where you're putting together a book-well, this is kind of the third stage, I guess. I mean, how do you go about-I mean, I guess, there's the revision process there, too-putting the collections together? What are your sort of drives, intentions, and has that changed over the course of your career, too?",mss,4252
,AG:,"Well, it's different with different books.",mss,
,DB:,OK.,mss,
,AG:,"Because they're different animals, right?",mss,
,DB:,"Right, yeah.",mss,
,AG:,"More or less. For me, if it's a book of poems, some books of poems are sort of like a scrapbook, or a portfolio, or something, and some of them are more thematic, or the book itself has some kind of looser type-in my case, it's usually loose-structure, or trajectory. And even the ones that are kind of a sampler, I spend a fair amount of time trying to figure out, ""What's the first poem? What's the last poem? What's the movement? How do they work together? How do some of the last lines of ones feed in to the title or the first line of the next one? What looks good next?"" In a way, it's sort of like, though it's not exactly like, interior decoration-you want it to flow, have ups and downs. With me, it's like, ""What's the mixture of dark and funny ones?"" I mean, you do mini version of that when you're reading, even. And then sometimes it's like, ""Oh, this is going to be in sections,"" and, ""Are these sections going to be numbered?"" It's basically manuscript construction, right? And if you're dealing with-I mean, I've been really lucky in being able to pick a verse because, you know, it's a funny thing with poems. It's like hardly anybody publishes poems anymore, and if you're lucky enough to get a book of poems published, usually they're not treating it like it's, you know the next big best-seller. They don't have a big investment in it. So, the fact that it's much less a big deal to them has its pros and its cons, but one of the pros is, usually, they're not going to impose a cover on me, because it's not like, ""Well, this is going to be a blockbuster, and therefore, we need to have this kind of cover."" So, I get to pick covers by artists that I like usually. So, thinking about that, and how the title-the overall title of the book-where that's going to come from.",mss,
[01:13:56],DB:,"Yeah. Getting back to kind of the computer thing-how did you learn, like without the computer, and then did it change once you got-?",mss; change,4436
,AG:,"Well, this is where I need to be more... This is one of many places where I would love to be more tech savvy, because I keep asking friends of mine who are graphic artists, like, ""Isn't there a program, or piece of software, where you can layout a book? Like, in a grid?"" Because I end up spreading the book out like on the floor, and then putting it together, paging through it, you know? Because, like with what we're talking about at the beginning, I want to be looking at it in a way that's analogous to the final product. But it would be very convenient if I could look at something that showed where each page was and what are the double-page spreads were etcetera. And I haven't found something that works like that, so I'm sitting here getting dog hair all over the pages, and either putting it on the floor or trying to do it on a long table. Things like that.",mss; change,
[01:15:09],DB:,"And is that how you've been doing it for the whole time? So, this has made it easier to move things around and stuff within the document, but in terms of constructing the document, you're still on the floor?",mss; change,4509
,AG:,"In the dark ages with, you know, lint and dog hair and crumbs. But I'm sure at this point there are multiple programs-there must be-that if I knew how to use them, I could pull the thing together and look at it on a grid, or two grids-something like that. Or scan things in.",mss; change;software,
,DB:,"You would think Word could just do that. I'm sure it's not that difficult, but they don't do a whole lot.",mss; change;software,
,AG:,"Yeah. I've not found something that's easy to use, and cheap and available to me that I know of where I can just do that.",mss; change;software,
,DB:,"Right. I think, yeah-I think most people use InDesign, but that's a $200, $300 program, and it takes learning. It's a learning curve.",mss; change;software,
,AG:,"Yeah, and I'm always like, ""Oh, I could be writing instead of reading this piece of software that I'm only going to use once every three years, when I'm like about to have a book come out. But I should still do it.",mss; change;software,
[01:16:23],DB:,"I don't know. I mean, it seems to work for you. So, I guess in the process of making this, how do you track the pieces? Do you just keep them in this-you print them out and you put them in these sort of folders? Is that how it's been consistently done?",mss;files,4583
,AG:,"I do that, and I have a folder of things that I'm currently working on, and I keep sort of looking at that and seeing if I'm reaching critical mass. And then there's ones that are sort of sink to the bottom that I know I'm not going to use unless I get some revelation and I can really clean them up, or if there are others that are contenders.",mss;files,
[01:16:58],DB:,"OK. So, when you're all done with this, like, you're done with the manuscript and stuff, what are your sort of archival-the physical and digital-practices there? I mean, do you put that in a certain box, and put that somewhere?",future;files,4618
,AG:,"Well, I make the folder that is the book that I'm going to submit, to see if I can get it published. And in order to have arrived at that, I've printed things out and done my gungy little no-tech, on-the-floor, dogs-walking-over-it, leaves-falling-on-it kind of procedure that I was shame-facedly describing to you moments ago. And so, I end up with a paper copy in a file, at least one. And also at that point, I'm usually trying to bribe a couple of friends in to reading it before I send it off. So, I'm either emailing them, or handing them a copy. I've got a copy. There's a copy of the computer, there's a copy in whatever virtual world my back-up system backs it up into, and eventually there's a copy that's submitted to the publisher.",future;files,
[01:18:29],DB:,"And then so, say like a few years on, do you still have like those archival copies somewhere on your computer of those manuscripts?",future;files,4709
,AG:,"You know, I mean, now I will because the way I used to back-up was just on an external-",future;files,
,DB:,External hard drive?,future;files,
,AG:,"Yeah, just plugged-in. But I have problems with those, and also that if the house burned down, that would burn down, too. But now, with things being backed in to clouds or other people's systems or stuff like that, it's just going to exist there. But when I have a book come out, I just think, ""OK, that's it-the book came out.""",future;files;mss;highlight,
,DB:,The book is the thing.,future;files;mss;highlight,
,AG:,"The book is the thing. And then in the floating galaxy of Carbonite, there's also a copy of it, and that's sort of enough.",future;files;mss;highlight,
[01:19:20],DB:,"Right. So I mean, do you have like a different feeling, say about like the printed out manuscript that you worked on, and like the document file on the thing? I mean, does this one feel more dear to you?",future;files;mss;highlight,4760
,AG:,"I'm not precious about that sort of stuff. People yell at me every once in a while, like, ""What? You don't keep your draft?"" or, ""You don't keep copies?"" or, ""You don't-?"" And I'm like, ""My office is this big. I get rid of things so that I have, you know-two writers live in this house, and books are coming in like every moment. It's just a constant battle with the rising swell of, you know, paper avalanches. So, no, I don't keep a lot of the stuff like that, because I'd have room for-",future;files;mss;highlight,
,DB:,New stuff?,,
,AG:,Yeah.,,
[01:20:18],DB:,"Yeah. OK. So, I have some sort of some general questions about computers, and I'd like to talk a little bit about correspondence and teaching, and that's it. And these maybe a little repetitive, but I think we can get at them really quickly. So, do you think then that with the kind of advent of personal computing, did it affect greatly your writing practices, or your writing style?",change;highlight,4818
,AG:,"Writing practices, for sure. And I think productivity.",change;highlight,
,DB:,"And productivity? OK. In terms of style though, do you think that there were definite changes?",change;highlight,
,AG:,"Well, it certainly aided and abetted my tendencies towards research, and it quickened and made more efficient, and broadened the range of my research reach, if that makes sense.",change;highlight,
[01:21:20],DB:,"Yeah. No, it does. Are there any sort of styles, techniques, or formats that you think you lost from moving to the computers?",change;highlight,4880
,AG:,"Not for me, man. I just gained time, because you just had to retype everything.",change;highlight,
,DB:,"I think we've covered a lot of these. I mean, one of the questions is-does the internet play a role in practices?",change;highlight,
,AG:,Yeah.,change;highlight,
,DB:,I'm pretty sure it does. Do you ever disconnect when you're working? Is it ever too much of a distraction for you?,,
,AG:,"You know, that's not-the thing I do is I just close email.",,
,DB:,"Oh, OK. So, email is the kind of-?",,
,AG:,"You know, the way this computer-you know, the way things are set up, it's like, if you're doing any task on the computer, whether it's for school, or if you're working on a poem, or if you're doing research, or whatever, you know, the email thing is like-I always have the sound turned-off. My tech friend makes fun of me, but I'm very weird, and I don't like the noises the computer makes. I find them distracting. But even if you turn off the sound, there's a little box that comes up that not only tells you that you have email, but is like, you know, ""The medical quadrant at the University of California-Irvine wants to know if you want to participate in the study of people who have bad skin diseases."" You know, this is like flashing in the corner of the thing every-not like I'm so popular or anything, half of it's spam. But still, that is interruptive and distracting, and so, I just turn email off. But I know, for me, I like to do research-and even my use of a dictionary, or use of a thesaurus, or use of a synonym dictionary-all those things are on the internet. So I don't have to, like, go in another room, then run and come back. I can just work with the internet on and the email off.",,
[01:23:40],DB:,"Right. OK, I'm just going to-usually, this is what happens when you cover most of the things. I just want to catch a few more things. Well, we sort of talked about this really briefly, but are you able to find the files that you're looking for on your computer, like if you're thinking about something?",,5020
,AG:,"Usually. Not only because of the naming and the capacity to easily update or change names as much as you want, but also sometimes I can't find a file, but I remember I used the word ""artichoke"" in that poem. So, you can search for that. Like I'll think, ""Oh, OK. Well, god damn it, I can't remember what I named the thing!"" I changed the name five times, but then I'll think, ""Well, I used the word 'toothache' in there, so, I can search for that.""",,
[01:24:34],DB:,"So, you're trying to look for ""toothache""-like, before those capabilities were available like in the 90s, etcetera, were you more specific about your titling? I mean, were there other things that you did then that-?",,5074
,AG:,"It still, occasionally, takes me a while to find some things. But mostly, between those two things, I can. And before-I have more stuff on my computer now, I think. Back when it was just titling and I couldn't search for a specific terms or names, there were less things on my computer.",,
[01:25:15],DB:,"It was mostly for writing, yeah. How do you kind of feel about the security and fixity of your files? Do you worry about them, or do you feel pretty confident in your situation? You've said you had some issues before, so I'm assuming that's really kind of influenced your practice.",,5115
,AG:,"Well, if  you mean security of the computer in general, I think everyone is pretty freaked out about that. I don't get scared about people stealing my little poems. Because I don't think anyone cares. But in terms of invading my bank account or my personal information or my passwords, or other computer things-you know, contemporary life is a nightmare of losing privacy and being surveilled. The computer is a major source of that. So, I'm just as scared as anyone else.",,
,DB:,"Yeah. I guess, I'm sort of thinking more mundanely about if you are just worried that your documents will all sort of-you know, Carbonite drops and we lose them. I mean, like, is that something, or do you feel pretty secure at this point? And were there different stages in the writing that you were like much more careful about them than you are now?",,
,AG:,"Now that you've said, ""Oh, Carbonite drops,"" maybe I'll get another one, too.",,
,DB:,"No, no-I mean, they're got several different servers.",,
,AG:,"I mean-I think between my printing stuff out, my computer, my multiple devices, and Carbonite-",,
,DB:,"No, you're really well set up! As a digital archivist, I can tell you that.",,
,AG:,"OK, happy to hear. I'm probably more or less OK, and if I'm not OK-",,
,DB:,No one's OK.,,
,AG:,Yeah-the meteor comes and we're a firing inferno of a planet. Well-nothing I can do about it.,,
,DB:,Yeah. But you came to this practice because of-,,
,AG:,Bad experiences.,,
,DB:,Bad experiences.,,
,AG:,Both my own and hearing about other people's.,,
[01:27:13],DB:,"Yeah. So, I guess, in terms of sort of corresponding with other writers about your writing, did you do a lot of that by like typewriting in paper in the beginning? And then how does that sort of changed over the course? Utterly different?",correspondence;change,5233
,AG:,"I mean, I had a postal scale. You know, everything was like weighing stuff, going to the post office, and stamps, and, you know, printing. You know, which was fine, but now, I mean-email is a dream. The only thing that bugs me about-well, there're two things. One is security, and the other is that it's not as reliable. You know, I always think that the next technology is flawless, you know? It's god, it's perfect. But yesterday-it turns out that my server seems to have a problem with Gmail, and will not send. You know, 2/3 of people I know or do business with have Gmail, and so now, ""Oh, 10% of things I send to Gmail are not getting there? How fantastic! That's really great!""",correspondence;change,
,DB:,"Oh, yeah. I know.",correspondence,
,AG:,"So, what's that? But, no, email's, I think, great for writers, for correspondence, for sending people-I mean, going back and forth with revisions. All that.",correspondence,
[01:28:47],DB:,"And do you feel like there's a difference in feel between the ways of communicating, I mean, sort of regular mail versus email?",correspondence,5327
,AG:,"Well, these are all mediums, right? I mean, yeah, they're mediums, or technologies, or both, and they have their own characteristics. It's not the same as a genre, but no, they require different things of us as producers and consumers, and they have different effects. I find it difficult to believe that anyone would argue with that. So yeah, email has many of the same characteristics but is different from a written letter. And a letter written on a manual typewriter is different from, you know, Charles Dickens dipping his pen, if that's indeed what he did. You know.",correspondence,
[01:29:52],DB:,"I'm sure he did. Yeah. So, are there ways in which you save certain digital correspondence?",correspondence;future,5392
,AG:,"Oh, yeah. Some emails I print out, and many I save by leaving them on the computer.  And again, since the gods of Carbonites are supposedly looking out for me, it's saved there, too.",correspondence;future,
,DB:,But you do do specific things to save specific correspondence sometimes?,correspondence;future,
,AG:,Yes.,correspondence;future,
,DB:,"And the with the physical correspondence-do you save specific things there, too?",correspondence;future,
,AG:,"Sure. Once-not bragging-but once, I got a little letter from John Ashbury, a tiny one about something, and bet your bottom dollar I saved that.",correspondence;future,
[01:30:49],DB:,Yeah.,correspondence;future,5449
,AG:,"Or, once I wrote a review of a biography of Frank O'Hara, and his brother like wrote me something, you know, a little card thing. I totally save things like that. Because they're meaningful, not because I think I'm going to sell them on EBay or something.",correspondence;future,
[01:31:17],DB:,"Right, no, absolutely. So, as computers came in to your work life and into your teaching, did this-I mean, I know that changed dramatically. What do you feel are like the differences between, you know, having the sort of immediate access that we have now versus where you were, before, corresponding more with mailboxes than in person?",,5477
,AG:,For teaching?,,
,DB:,"For teaching, yeah.",,
,AG:,"Gosh, I'm not-I mean, I want to take classes and be able to take better advantage of this, but I mean, I have taken to bringing an iPad to class. Because, like we were looking at a-I think it was a Frank O'Hara poem-and it brought up Betty Grable. None of the undergraduates in class, understandably, who Betty Grable was. So, I was able to go dit-dit-dit: here's Betty Grable. You know? Pin-up girl. Here's who she was and here's some biographical information. Or we can look up a word, because there are not books in the classroom. In the old days, I used to sometimes bring a dictionary to class. And I was like, ""I can't carry all this stuff!""",,
[01:32:28],DB:,"So, it's always been important to you, though, to give kind of outside-context in your teaching?",,5548
,AG:,"I'm teaching writing, and books, and literature, and English. We need to be able to look stuff up. I mean, you know, that's kind of a given. So, the fact that we can have a dictionary, or people can be arguing about whether, you know, negative capability was something that Keats thought of, or Britney Spears.  I can now look it up and say, ""Hey.""",,
,DB:,"So, is this the first year you brought the iPad in to the class?",,
,AG:,"No, I started doing that a few years ago. Or somebody's written a poem based on a painting and-",,
,DB:,"Yeah, you can look up the painting.",,
,AG:,"Things like this are really good. And if I was more tech savvy, when I'm lucky enough to be booked in a smart classroom, I could actually project that stuff or material. I want to get to that point where I can do PowerPoint things, or I can project the poem. You know what I mean? Different things like that.",,
,DB:,"Absolutely, yeah.",,
,AG:,"So, every aspect of teaching the kinds of things that I teach, you know?",,
,DB:,"And I guess, you know, this entrance of-",,
,AG:,"You know, workshop-You know? Everyone sends their poem-",,
,DB:,"Yeah, by email. I think when I was there, we still had to go drop it in the mailbox.",,
,AG:,Right.,,
,DB:,Has the entrance of this into the classroom had an effect on your own writing at all?,,
,AG:,Entrance of something in the classroom-?,,
,DB:,"You know, I mean, like all of a sudden you have a device small enough that you can bring in and use in a very powerful way whereas before, it would have been, you know, huffing in that. Like has that affected you, I mean, in your relationships with your students and then your writing? Sort of a bad question, but-",,
[01:34:39],AG:,"Well, you know, you want the classroom to be a vivid, lively, energetic, productive place. And when I was a little kid, there was a lot of stuff in the classroom. And now, there isn't. The classroom is sort of like a white cube, in a way. So actually, digital stuff, to me, substitutes for, or contains, the idea of having a lot of books, or a lot of pictures, a lot of reference things. In the classroom again, which is really actually important to make something. It's not exactly hands-on in the way that a Chemistry class would be, if you're working with beakers and petri dishes and stuff like that, but it helps connect the things that you're talking about in classroom to the concrete via the digital, I think. And make it real, and make it vivid, and make it connected, and for you to be able to follow ideas and reach out to the connected ideas and see where things are coming from.",,5679
[01:36:23],DB:,"And then, I guess in line with that then, do you feel like the students you have now have a different, maybe cultural technical understanding than they used to?",,5783
,AG:,"Completely. No, completely. Every generation of them does, and then I do-I mean, I try to fake it and act like I'm all... I bring my iPad to class, even partly, to be like, ""OK-I'm a bunch older than you, but don't write me off. I'm actually-."" Yeah, exactly. So, ""Don't kick me out of the world quite yet.""",,
,DB:,"Yeah, yeah. Is there anything-I mean, I guess the students you're teaching at this time, in this year, are probably more connected than any students ever, right? But are you seeing like a difference in their proclivities, or anything like that?",,
[01:37:08],AG:,"No, I mean, this is-they have grown up, you know, completely differently. I mean, when I talk to other teachers, you know-this is ""duh,"" everyone knows this-but one of the only downsides is everybody has a computer or a device. I'm very lucky with where I get to teach and what I get to teach. I'm not usually having this problem, but a lot people are having this problem. You know, people are there shopping for shoes, or looking at watches, or talking to their friends, or looking at porn. You know what I mean? And they're like, ""Hey, I'm taking notes."" And I'm like, ""No, you're not!  You're not. You're buying electronic cigarettes while we're supposed to be talking about something else."" So, there's that thing about computers in the classroom.",,5828
[01:37:58],DB:,"So, I mean, like finally-and thank you for your patience in answering all of these-",,5878
,AG:,"Oh, sure.",,
,DB:,"And this is kind of the last sort of-do you have like any sort of broad thoughts about how, you know, the advent of personal computer has affected writing in this period of time-in the period of time that is your kind of writing career?",,
